Year,Publication Date,Headline,Snippet,Section Name,Type of Material
2013,19-Apr-13,Spectator Rushes Stage at Venezuela Inaugural Address,"A man pushed Nicolas Maduro, Venezuela's new president, away from the microphone as he delivered his inaugural address.",World,News
2013,19-Apr-13,Election Body Widens Vote Audit in Venezuela,Venezuela's election authority said on Thursday it would audit the remaining 46 percent of electronic votes that have not been checked since President-elect Nicolas Maduro won Sunday's presidential election.,World,News
2013,19-Apr-13,"Maduro Sworn in, Venezuela to Review Disputed Vote",Nicolas Maduro was sworn in as Venezuela's president on Friday at a ceremony attended by leaders from Iran to Brazil after a decision to widen an electronic audit of the vote took some of the heat out of a dispute over his election.,World,News
2013,19-Apr-13,Capriles Accepts Wider Vote Audit in Venezuela,"Venezuela's opposition leader Henrique Capriles said on Thursday he accepted the election authority's decision to audit the rest of the electronic votes cast on Sunday, and said he believed his team would be vindicated.",World,News
2013,19-Apr-13,Intruder Briefly Stops Maduro's Swearing-In Speech in Venezuela,"A man in a red jacket ran onto the stage during Venezuelan President Nicolas Maduro's inauguration speech on Friday and grabbed the microphone, but was quickly tackled by his bodyguards.",World,News
2013,20-Apr-13,"New Venezuela President Sworn in, but Officials Will Audit Vote","Nicolas Maduro won the election by a narrow margin, but his opponent, Henrique Capriles Radonski, has refused to recognize the result.",World,News
2013,20-Apr-13,"Opposition, Election Body Differ on Venezuela Vote Audit","Venezuela's opposition and electoral authority expressed on Saturday widely differing expectations for an audit of the contested April 14 presidential election, a day after Nicolas Maduro was sworn in to succeed the late Hugo Chavez.",World,News
2013,20-Apr-13,Mixed Signal From Venezuela Election Body,"A top official from Venezuela's electoral council says the audit of the vote from last Sunday's presidential election isn't about ""revising"" the outcome and warned against ""false expectations.""",World,News
2013,21-Apr-13,Venezuela Libre,"Jack McGarry of the Dead Rabbit, a sublime new Manhattan bar, recommends a variation on the Cuba Libre.",,Recipe
2013,21-Apr-13,Analysis: Rough Start to Post-Chavez Era Augurs Badly for Venezuela,About the only tranquil place in Caracas over the last few days is a hilltop military museum housing the remains of late socialist leader Hugo Chavez.,World,News
2013,21-Apr-13,Suspected Drug Smuggler Arrested in Venezuela,"Venezuela's top security official says authorities have caught an alleged drug trafficker wanted in neighboring Colombia on drug smuggling, kidnapping and extortion charges.",World,News
2013,22-Apr-13,Venezuela Finance Minister Pick May Signal More Pragmatic Economics,Venezuela's designation of central bank President Nelson Merentes as finance minister signals the OPEC nation may be headed toward a more pragmatic approach to rising inflation and slowing growth.,Business Day,News
2013,23-Apr-13,Venezuela Declares 90-Day Electricity 'Emergency',"President Nicolas Maduro's government declared a 90-day ""emergency"" in Venezuela's electricity sector on Tuesday to speed up infrastructure work and equipment imports needed to prevent politically-contentious power cuts.",World,News
2013,23-Apr-13,'Flexible Socialist' to Lead Venezuela Central Bank,"The nominee to lead Venezuela's central bank, Edmee Betancourt, is known as a dedicated socialist who backed the drive by late President Hugo Chavez to expand state control over the economy but who also knows when to ditch dogma for down-to-earth...",Business Day,News
2013,23-Apr-13,Venezuela to Take Steps to Reduce Blackouts,"Venezuela's government has enacted ""an emergency decree"" allowing the largest state power utility to sign agreements with domestic and foreign companies to help improve electricity service.",World,News
2013,25-Apr-13,Venezuela Detains American Accused of Fomenting Violence,"Venezuela has detained an American citizen it says was financing opposition student demonstrations after this month's disputed presidential election, the latest in a flurry of accusations over last week's post-vote violence.",World,News
2013,25-Apr-13,Venezuela: Opposition to Boycott Vote Audit,Venezuelan opposition leader Henrique Capriles announced Thursday that his movement will boycott an audit of election results and push the government to hold a new presidential ballot.,World,News
2013,25-Apr-13,Capriles to Challenge Venezuela Election in Court,"Venezuelan opposition leader Henrique Capriles said on Thursday he will challenge President Nicolas Maduro's narrow election victory in the courts and that an audit of the vote being prepared by electoral authorities risked being ""a joke.""",World,News
2013,26-Apr-13,Venezuela Says U.S. Citizen Plotted Unrest,A United States citizen was arrested and accused of seeking to provoke violence in Venezuela after the recent presidential election.,World,News
2013,26-Apr-13,Venezuela Election Crisis Settles Into Slow Boil,"A postelection crisis appears to be setting into a slow boil in Venezuela, with the government and opposition trading bitter accusations but holding back for the moment from moves that would escalate into direct conflict.",World,News
2013,27-Apr-13,"U.S. Filmmaker Held in Venezuela Sought to Show Political Divide, Friends Say","Tim Tracy, who was arrested on Wednesday, is accused of plotting to destabilize Venezuela and promoting civil war.",World,News
2013,27-Apr-13,"American Charged, Ex-General Held in Venezuela",An American filmmaker was formally charged late Saturday by Venezuelan officials who accuse him of paying right-wing groups to foment postelection unrest on behalf of U.S. intelligence.,World,News
2013,29-Apr-13,Venezuela Opposition Leader Charged With Spurring Violence,A Venezuelan court charged retired General Antonio Rivero on Monday with inciting post-election violence in the latest political flash point in the bitterly divided nation.,World,News
2013,29-Apr-13,Ex-General Formally Charged in Venezuela Crackdown,Venezuelan authorities say a judge has ordered the continued detention of a dissident former general who is accused of inciting post-election unrest.,World,News
2013,30-Apr-13,Venezuela Lawmakers Brawl Amid Election Tensions,Venezuela's postelection tensions erupted into a brawl between lawmakers Tuesday night that left at least one opposition member badly bruised and bleeding.,World,News
2013,1-May-13,Venezuela Tensions High After Congressional Brawl,Tens of thousands of Venezuelans filled the streets of the capital Wednesday in rival marches by the opposition and the government less than a day after a brawl on the floor of congress injured several opposition lawmakers.,World,News
2013,1-May-13,Clashes Erupt in Venezuela's Assembly,Fistfights break out among Venezuela's politicians after opposition members protested a measure to prevent them speaking.,World,Video
2013,2-May-13,Political Chaos Grips Venezuela After Legislative Brawl and Rival Marches,"Tensions have remained high since Nicolas Maduro, the handpicked heir of Hugo Chavez, won the presidential election by fewer than two percentage points.",World,News
2013,2-May-13,Venezuela Opposition Wants Probe of Violence,Venezuela's opposition on Thursday asked prosecutors to investigate a brawl on the floor of congress that injured several of its lawmakers and forced at least one of them to undergo surgery.,World,News
2013,2-May-13,Venezuela Opposition Challenges Maduro's Win in Court,"Venezuelan opposition leader Henrique Capriles challenged President Nicolas Maduro's narrow election victory before the Supreme Court on Thursday, prolonging what appears to be a futile effort to overturn last month's vote.",World,News
2013,3-May-13,Venezuela: Legal Challenge to Vote,"Lawyers for the opposition candidate in the recent presidential election, Henrique Capriles Radonski, on Thursday submitted papers to the Supreme Court challenging the result.",World,Brief
2013,3-May-13,Obama Says U.S. Watching 'Crackdowns' on Venezuela Opposition,"The United States is watching ""crackdowns on the opposition"" in Venezuela, President Barack Obama said in a television interview aired on Friday when asked if he considered newly elected Nicolas Maduro to be the country's legitimate president.",World,News
2013,4-May-13,Guyana to Send Rice to Venezuela Under Petrocaribe,Guyana says it will resume rice shipments to neighboring Venezuela following the renewal of a $130 million rice-for-oil deal between the two South American countries.,World,News
2013,5-May-13,Idea That American Held by Venezuela Is a Spy 'Ridiculous:' Obama,"The Venezuelan government's suggestion that an American citizen it has detained is a spy is ""ridiculous,"" U.S. President Barack Obama said in a television interview recorded on Saturday during a visit to Costa Rica.",U.S.,News
2013,5-May-13,"Venezuela Rebuffs Obama, Repeats Case Against U.S. 'Spy'",Venezuela brushed off criticism from U.S. President Barack Obama on Sunday and maintained its accusation that an American detainee in Caracas is a spy pretending to be a filmmaker.,World,News
2013,5-May-13,Venezuela to Tap Military to Fight Crime,"Venezuela's top security official announced Sunday the government of President Nicolas Maduro will use the military to fight rampant violent crime, raising concerns among activists who warned the initiative could lead to human rights violations.",World,News
2013,8-May-13,Recriminations Over Post-Vote Violence Stoke Venezuela Tensions,Residents of La Limonera neighborhood in Venezuela's capital Caracas are still on edge and in mourning after a wave of post-election violence that killed two people in their community.,World,News
2013,8-May-13,"Venezuela Leader, Rivals Take Battle on the Road","Venezuelan leader Nicolas Maduro and his Argentine counterpart and ally, Cristina Fernandez, announced new energy and food agreements Wednesday, then Maduro cheered supporters of Argentina's president with a rousing speech at a soccer-stadium rally.",World,News
2013,9-May-13,Venezuela: US Officials Get Access to American,Venezuela's government has granted U.S. diplomats access to a California man who is being held while he awaits trial on charges of espionage and fomenting unrest.,World,News
2013,10-May-13,Venezuela: Detained American Is Allowed Visitors,"Venezuela has permitted American diplomats to meet with Timothy Tracy, a California filmmaker awaiting trial on charges of espionage and fomenting unrest.",World,Brief
2013,10-May-13,ICC Asked to Investigate Alleged Venezuela Abuse,A Venezuelan civil rights group has asked the International Criminal Court to investigate alleged physical and psychological abuse of detained young protesters at military bases following last month's disputed presidential election.,World,News
2013,13-May-13,Venezuela Food Maker Denies Blame for Shortages,Venezuela's biggest food company on Monday hit back at President Nicolas Maduro's claims that it's to blame for the country's persistent food shortages.,World,News
2013,15-May-13,Peru Foreign Minister Quits Over Health After Venezuela Spat,"Peru's foreign minister has resigned, the government said on Wednesday, days after he was criticized for contributing to a diplomatic spat with Venezuela.",World,News
2013,16-May-13,News Summary: Venezuela Faces Toilet Paper Crisis,"WIPED OUT: Blaming political opponents for the shortfall, as it does for other shortages, the embattled socialist government of Venezuela says it will import 50 million rolls of toilet paper to boost supplies.",Business Day,News
2013,17-May-13,Venezuela Frees Opposition Activist Jailed Over Post-Vote Violence,Venezuela on Friday released an opposition activist who had been jailed on accusations of inciting violence in the wake of President Nicolas Maduro's narrow election victory in April.,World,News
2013,18-May-13,Dissident Ex-General Released in Venezuela,Venezuelan authorities have released a dissident ex-general who was jailed on charges of inciting unrest after the country's disputed presidential election.,World,News
2013,19-May-13,Venezuela Says Taking Steps to Restore U.S. Diplomatic Ties,"Venezuela's recent designation of an acting head of its diplomatic mission in the United States shows the OPEC nation's desire to restore full diplomatic relations, the foreign minister said in an interview broadcast on Sunday.",World,News
2013,21-May-13,Venezuela Parliament Resumes 3 Weeks After Brawl,Venezuela's parliament roared back to life Tuesday with fractious debates between government and opposition lawmakers after a three-week paralysis following a brawl on the assembly floor.,World,News
2013,21-May-13,Leaked Recording Stirs Political Furor in Venezuela,A recording released by Venezuela's opposition purportedly revealing graft and conspiracy in the ruling Socialist Party has stirred a new political storm in the OPEC nation's already traumatic transition after the death of Hugo Chavez.,World,News
2013,23-May-13,Venezuela Prosecutor to Open Probe Over Leaked Recording,Venezuela's prosecutor's office said on Thursday it would open an investigation into in a recording the opposition says features a top government ally accusing the deputy head of the ruling Socialist Party of corruption and conspiring against the new...,World,News
2013,24-May-13,Venezuela to Create New Workers Militia,"Venezuela's president has ordered the creation of a new workers' militia to defend the country's ""Bolivarian revolution"" at a time when the government faces economic problems and political turmoil.",World,News
2013,27-May-13,"In Venezuela, Voice of Dissent Lowering Volume",Venezuela's only TV channel that has been openly critical of the socialist government was in turmoil Monday after a popular talk show host was fired and the opposition's leader said he was being denied live coverage.,World,News
2013,27-May-13,H1N1 Flu Outbreak Kills 17 in Venezuela: Media,"An outbreak of H1N1 flu has killed 17 people in Venezuela and infected another 250, private media and local authorities said on Monday.",World,News
2013,27-May-13,Chevron and Venezuela Sign $2 Billion Loan Deal,Chevron Corp. has agreed to lend $2 billion to a joint venture with Venezuela's state oil company in an effort to boost production in an oil field in western Zulia state.,World,News
2013,28-May-13,U.S. Embassy Workers Hurt in Venezuela Strip Club Shooting,"Two U.S. Embassy employees in Venezuela were injured on Tuesday in a shooting at a well-known Caracas strip club, police said.",World,News
2013,29-May-13,2 American Embassy Officials Are Shot in Venezuela Strip Club,A brawl at the club in the basement of a Caracas shopping center left the two officials with injuries not considered life-threatening.,World,News
2013,30-May-13,Venezuela: New Details in Strip Club Shooting,The State Department said that one of the men wounded was a member of the United States armed services and the other was a civilian.,World,Brief
2013,30-May-13,Venezuela: Anger Over Colombian President's Meeting With Opposition Leader,"The Venezuelan government reacted angrily to a meeting Wednesday between President Juan Manuel Santos of Colombia and Henrique Capriles Radonski, who lost a presidential election to Nicolas Maduro.",World,Brief
2013,30-May-13,"Venezuela Police Seize 2,500 Rolls of Toilet Paper","Police in Venezuela say they have seized nearly 2,500 rolls of toilet paper in an overnight raid of a clandestine warehouse storing scarce goods.",World,News
2013,30-May-13,Venezuela Opposition Politician Charged Again,"Prosecutors have charged a prominent opposition leader with having misappropriated municipal funds 11 years ago, the second case brought against Leopoldo Lopez in three months.",World,News
2013,30-May-13,Venezuela Launches Drones to Fight Drug Smuggling,Venezuela's government has launched three surveillance drones equipped with small cameras as part of an initiative to curb drug trafficking.,World,News
2013,30-May-13,Correction: Venezuela-Dancing Devils Story,"In a story May 30 about Venezuela's annual Corpus Cristi celebration, The Associated Press reported erroneously that the ritual centers around the transformation of the body and blood of Christ into bread and wine. The report should have said the...",U.S.,News
2013,31-May-13,Colombia's Santos Calls Venezuela Plot Accusations 'Crazy',"Colombian President Juan Manuel Santos on Friday dismissed as ""crazy"" accusations made by his Venezuelan counterpart Nicolas Maduro that Santos is involved in a plot to overthrow him, and called for a diplomatic solution to the dispute.",World,News
2013,2-Jun-13,Venezuela Defense Chief Rules Out Coup,Venezuela's defense minister said Sunday that he would never support a military coup to unseat President Nicolas Maduro and has never even entertained the idea.,World,News
2013,5-Jun-13,Venezuela Frees U.S. Filmmaker Jailed as Alleged Spy,A U.S. filmmaker jailed for alleged espionage in Venezuela was expelled from the country and returned to the United States in a gesture that could signal a thaw in tense relations between the two countries.,World,News
2013,5-Jun-13,Venezuela Deports U.S. Filmmaker Accused of Being Spy,Venezuela on Wednesday deported an American filmmaker who was arrested in April on accusations of spying for Washington and plotting with opposition student groups to destabilize the South American OPEC nation.,World,News
2013,5-Jun-13,Kerry Says U.S. and Venezuela Are on Track to Better Ties,"The United States and Venezuela have agreed to begin a high-level dialogue with the aim of restoring ambassador-level relations and ending more than a decade of steadily deteriorating ties, U.S. Secretary of State John Kerry said Wednesday.",World,News
2013,5-Jun-13,"U.S., Venezuela to Find Ways to Forge Positive Relations: Kerry","U.S. Secretary of State John Kerry said on Wednesday he and Venezuelan Foreign Minister Elias Jaua had agreed to find new ways to forge positive relations between their two countries, long at political loggerheads.",World,News
2013,6-Jun-13,Kerry Meets With Official of Venezuela to Set Talks,Secretary of State John Kerry and Foreign Minister Elê_as Jaua got together during an Organization of American States session in Guatemala.,World,News
2013,6-Jun-13,Hugo Chavez Given Venezuela Journalism Prize,The late Venezuelan President Hugo Chavez has been awarded the country's National Journalism Prize even though he was accused of persecuting the press during his 14 years in power.,World,News
2013,7-Jun-13,Venezuela Proposes Ending Detention of Judge Who Says She Was Raped,Venezuela's attorney general proposed on Friday to end the house arrest of a female judge who was detained on corruption charges in 2009 and alleged that she was raped in prison.,World,News
2013,7-Jun-13,Venezuela: Brazil's Lula Trying to Cool Colombia Dispute,Venezuelan President Nicolas Maduro said on Friday that former Brazilian leader Luiz Inacio Lula da Silva was trying to arrange a meeting between Maduro and his Colombian counterpart to help resolve a dispute between the South American neighbours.,World,News
2013,7-Jun-13,Late Equaliser Denies Venezuela Win Over Bolivia,"Venezuela conceded a late equaliser to draw 1-1 at Bolivia on Friday, missing the chance to climb three points clear of Chile in the race for one of South America's four automatic 2014 World Cup qualifying berths.",Sports,News
2013,9-Jun-13,Venezuela Council's Election Audit Backs Outcome,"Venezuela's Electoral Council has completed an audit of results from April's bitterly contested presidential election, and as expected it confirmed Nicolas Maduro's 1.5 percentage-point victory.",World,News
2013,10-Jun-13,Venezuela Instability a Risk for Colombia Growth-Finance Minister,"Colombia's economy faces its greatest risks this year from instability in neighbouring Venezuela and the slump in commodity prices, the country's finance minister said on Monday.",World,News
2013,11-Jun-13,Venezuela Vote Council Says Audit Confirms Maduro Victory,"Venezuela's election council said on Tuesday an audit of the results of presidential elections in April confirmed President Nicolas Maduro did win by 1.5 percentage points, despite opposition claims that the vote was stolen.",World,News
2013,11-Jun-13,Cavani Goal Give Uruguay Much-Needed Win in Venezuela,Striker Edinson Cavani scored the only goal as Uruguay put their World Cup qualifying campaign back on track with a 1-0 away win over Venezuela on Tuesday.,Sports,News
2013,13-Jun-13,Venezuela Review Confirms Vote,"A government review of electronic voting results from Venezuela's recent election has been completed and confirmed the victory of President Nicolas Maduro, the head of the National Electoral Council said.",World,News
2013,14-Jun-13,Venezuela Frees Judge From House Arrest,Venezuelan authorities on Friday freed a judge who was arrested in 2009 after then-President Hugo Chavez objected to one of her rulings. Her case became a cause celebre for the opposition and international human rights groups.,World,News
2013,15-Jun-13,Court in Venezuela Orders Release of a Judge Once Scorned and Jailed by Chavez,"Judge Lourdes Afiuni, imprisoned for more than three and a half years, had become a symbol of political persecution.",World,News
2013,19-Jun-13,Attackers Torch Buses at Venezuela University,"A group of masked assailants has attacked a leading university in the Venezuelan capital, torching two buses and seriously damaging its rectory building.",World,News
2013,19-Jun-13,Venezuela: Plane That Disappeared in '08 Found,Venezuelan authorities say the undersea wreckage of a small plane that disappeared five years ago with 14 people aboard has been found.,World,News
2013,20-Jun-13,Analysis: Rough Honeymoon for Chavez's Successor in Venezuela,"Wearing sports gear in the national colors and sitting on a sofa in a modest family home, Venezuelan President Nicolas Maduro holds a microphone, chats with locals and expounds on the benefits of socialism.",World,News
2013,20-Jun-13,Venezuela Detains Tax Official in Corruption Probe,"A top official at Venezuela's tax collection agency has been arrested on suspicion of corruption and cash worth hundreds of thousands of dollars was seized from an apartment, President Nicolas Maduro said Thursday.",World,News
2013,21-Jun-13,Top Tax Official Arrested in Venezuela,"President Nicolas Maduro said about $630,000 was seized after a search of the unidentified official's _ã–luxurious_ãù apartment in Caracas.",World,Brief
2013,21-Jun-13,Venezuela Says Suspects Held Portuguese Man in Bunker for 11 Months,Venezuelan prosecutors have charged a woman and four men in connection with the kidnapping of a Portuguese man who was held captive in an underground bunker for nearly a year before being rescued this week.,World,News
2013,23-Jun-13,"Snowden Heads to Venezuela via Moscow, Havana: Airline Source","Former U.S. National Security Agency contractor Edward Snowden will fly from Moscow to Cuba on Monday and then plans to go to Venezuela, a source at the Russian airline Aeroflot said on Sunday.",World,News
2013,27-Jun-13,Venezuela Finds Italian Fashion Boss's Crashed Plane,Venezuela said on Thursday it had found the crashed plane of Italian fashion executive Vittorio Missoni that went missing in January after taking off from the Los Roques archipelago in the Caribbean six months ago.,World,News
2013,27-Jun-13,Venezuela: Italy Fashion Executive's Plane Found,"The wreckage of a plane that disappeared with the CEO of Italy's iconic Missoni fashion house and five other people on board has been found in waters off Venezuela, government officials and family members said Thursday.",World,News
2013,27-Jun-13,Missing Missoni Plane Is Found ,The Missoni company announced on Thursday that the wreckage of the small aircraft carrying Vittorio Missoni had been discovered off the coast of Venezuela.,Style,Blog
2013,27-Jun-13,Costa Rica Investigates Money-Laundering Link to Venezuela,Costa Rica said on Thursday it was investigating two men suspected of laundering money for Venezuelan government firms after detecting a shady scheme to buy millions of bars of soap.,World,News
2013,28-Jun-13,Venezuela Detains Ex-Governor in Corruption Case,Venezuela's President Nicolas Maduro says a former governor from his ruling party has been detained on allegations of corruption.,World,News
2013,2-Jul-13,Venezuela Eyed as Snowden Seeks Asylum,"NSA leaker Edward Snowden's best chance of finding refuge outside the United States may hinge on the president of Venezuela, who was in Moscow on Tuesday meeting with Russian President Vladimir Putin.",World,News
2013,3-Jul-13,Christmas Toys May Be in Short Supply in Venezuela,"Whether they've been naughty or nice, Venezuelan children might be stuck without Christmas presents this year.",World,News
2013,5-Jul-13,Venezuela Names Admiral to Be First Female Defense Minister,Venezuela named a female admiral who had been a close aide to Hugo Chavez as its first woman defense minister on Friday in a ceremony at the military museum that houses the late socialist leader's remains.,World,News
2013,5-Jul-13,"Nicaragua, Venezuela Offer Asylum to Snowden","The presidents of Nicaragua and Venezuela offered Friday to grant asylum to NSA leaker Edward Snowden, one day after leftist South American leaders gathered to denounce the rerouting of Bolivian President Evo Morales' plane over Europe amid reports...",World,News
2013,6-Jul-13,Venezuela Offers Asylum to Snowden,"President Nicolas Maduro of Venezuela announced his decision regarding Edward J. Snowden, the former N.S.A. contractor, after Mr. Snowden was turned down by several countries.",World,News
2013,6-Jul-13,No Contact With Snowden Since Asylum Offer: Venezuela,"Venezuela said on Saturday it had not had any contact with former U.S. security contractor Edward Snowden, a day after President Nicolas Maduro offered him asylum in defiance of Washington.",World,News
2013,6-Jul-13,Venezuela Asylum Offer Snowden's Best Option: Russian Lawmaker,"Political asylum in Venezuela would be the best choice for former U.S. intelligence contractor Edward Snowden, a senior Russian lawmaker said on Saturday.",World,News
2013,7-Jul-13,Russian Official Says Venezuela Is the _ãÄBest Solution' for Snowden,"The comments by the Russian lawmaker, Aleksei Pushkov, seemed to reflect the Kremlin's increasing desire to be rid of Edward J. Snowden.",World,News
2013,7-Jul-13,Russia Official: Venezuela Last Chance for Snowden,An influential Russian parliament member who often speaks for the Kremlin encouraged NSA leaker Edward Snowden on Sunday to accept Venezuela's offer of asylum.,World,News
2013,7-Jul-13,Venezuela Says No Contact Yet With Snowden,"Venezuela's foreign minister says his country has not yet been in contact with NSA leaker Edward Snowden, despite its offer of asylum.",World,News
2013,8-Jul-13,Venezuela Charges Five Officials With Embezzling China Funds,"Venezuela has arrested five officials and charged them with embezzling $84 million from a China-financed development fund administered by state-run development bank Bandes, President Nicolas Maduro said on Monday.",World,News
2013,8-Jul-13,Venezuela Detects Embezzlement From Chinese Fund,Venezuela's president says that five officials with a development fund financed by China have been arrested in connection with the alleged embezzlement of $84 million.,World,News
2013,9-Jul-13,Venezuela Confirms Snowden Asylum Request,Venezuela's president says that his country has received an asylum request from NSA leaker Edward Snowden.,World,News
2013,9-Jul-13,Snowden Has Not Yet Accepted Asylum in Venezuela: WikiLeaks,"Former U.S. spy agency contractor Edward Snowden has not yet formally accepted asylum in Venezuela, the anti-secrecy group WikiLeaks said on Tuesday after a Russian lawmaker posted a statement to that effect on Twitter and then deleted it.",U.S.,News
2013,9-Jul-13,Confusion on Snowden Acceptance of Venezuela Offer,"The WikiLeaks secret-spilling site on Tuesday said NSA leaker Edward Snowden has not yet formally accepted asylum in Venezuela, trying to put to rest growing confusion over whether he had taken up the country's offer.",World,News
2013,9-Jul-13,"Fugitive Snowden Likely Venezuela Bound, Says U.S. Journalist","Fugitive former U.S. intelligence contractor Edward Snowden will likely accept asylum in Venezuela to escape prosecution in the United States, said Glenn Greenwald, the U.S. journalist who first published the secret documents that Snowden leaked.",World,News
2013,10-Jul-13,"Tired of Helping the CIA? Quit Facebook, Venezuela Minister Urges","A Venezuelan government minister on Wednesday urged citizens to shut Facebook accounts to avoid being unwitting informants for the U.S. Central Intelligence Agency, referring to recent revelations about U.S. surveillance programs.",World,News
2013,12-Jul-13,Venezuela Says Snowden Has Still Not Formally Responded to Asylum Offer,"Venezuela has still not received a formal response to its offer of asylum to former U.S. spy contractor Edward Snowden, Venezuelan Foreign Minister Elias Jaua told Reuters on Thursday.",World,News
2013,17-Jul-13,The President of Venezuela Weds His _ãÄFirst Combatant',"After resisting formally tying the knot for about two decades, President Nicolas Maduro and Cilia Flores were married on Monday, Mr. Maduro announced.",World,News
2013,19-Jul-13,Venezuela Slams U.S. Over 'Repressive Regimes' Remarks,Venezuelan President Nicolas Maduro demanded the United States apologize on Thursday after the Obama administration's nominee for envoy to the United Nations said there was a crackdown on civil society in the South American country.,World,News
2013,20-Jul-13,Venezuela Says It Ends Efforts for Better U.S. Ties,"Venezuela said it was ending efforts to improve ties with Washington after the Obama administration's nominee for envoy to the United Nations vowed to oppose what she called a crackdown on civil society in the ""repressive"" OPEC nation.",World,News
2013,20-Jul-13,Venezuela Halts Normalization Talks With US,Venezuela says it's ending talks with the United States to restore normal relations because Washington's U.N. ambassador-designate criticized its human rights record.,World,News
2013,21-Jul-13,Venezuela Stops Efforts to Improve U.S. Relations,"Venezuela made the announcement in reaction to comments by the Obama administration's nominee for United Nations ambassador, who said that part of her role would be to challenge a _ã–crackdown on civil society._ãù",World,News
2013,28-Jul-13,Venezuela Gov't Targets Newspaper Editor,Venezuela's chief prosecutor said she has asked a court to freeze the assets of the editor of one of the country's two major opposition newspapers. El Nacional editor Miguel Henrique Otero called the move an attack on freedom of expression in...,World,News
2013,29-Jul-13,Editor: Venezuela Government Trying to Silence Us,The head of one Venezuela's last two nationally circulating opposition newspapers accused the leftist government on Monday of trying to intimidate and silence it.,World,News
2013,31-Jul-13,Former US Ambassador to Venezuela Files Bribe Suit,"A former U.S. ambassador to Venezuela and an outspoken critic of public corruption in that country has sued three Venezuelan businessmen in New York, claiming they secured lucrative power plant construction contracts by paying kickbacks to government...",U.S.,News
2013,6-Aug-13,Head of Small Venezuela Opposition Party Shot Dead,A gunman riding on the back of a motorcycle has killed the leader of a small Venezuelan opposition party in the home state of the late President Hugo Chavez.,World,News
2013,7-Aug-13,Venezuela High Court Nixes Election Challenge,Venezuela's highest court has rejected opposition leader Henrique Capriles' challenge to the official outcome of the April 14 election that he narrowly lost to President Nicolas Maduro.,World,News
2013,7-Aug-13,Venezuela Opposition Claims New Govt Crackdown,"Venezuelan authorities ordered the arrest of a close aide to opposition leader Henrique Capriles and military agents removed documents, computers and cellphones from the man's apartment Wednesday, the opposition said.",World,News
2013,8-Aug-13,Venezuelan Court Rejects Challenge to Presidential Election Results,"The court also ordered Henrique Capriles, who lost to Nicolas Maduro, to pay a fine for insulting government authority by accusing the judicial system of bias.",World,News
2013,8-Aug-13,6 Venezuela Soldiers Detained in Student's Killing,Venezuela's government says six army sergeants have been arrested as suspects in the shooting death of a college student in the coastal state of Carabobo.,World,News
2013,11-Aug-13,Fire Crews Extinguish Blaze at Venezuela Oil Refinery,"Firefighters in Venezuela put out a blaze in a storage tank at an oil refinery that was caused by lightning on Sunday and led to the evacuation of people living nearby, a top official at state oil company PDVSA said.",World,News
2013,13-Aug-13,"Gas Explosion Kills 1, Hurts 2 at Venezuela Gym",Venezuelan authorities say a gas leak caused an explosion in a gym just after a judo competition in the mining town of Puerto Ordaz. Officials say a journalist was killed and two other people were injured.,World,News
2013,14-Aug-13,Venezuela Gov't Lawmaker Hurls Gay Slurs at Foes,"Venomous political attacks have become the norm in Venezuela, and now a governing party legislator has unleashed a tirade in the country's legislature using gay slurs in trying to discredit the opposition.",World,News
2013,15-Aug-13,"Venezuela Politics Soiled by Sordid Claims, Gay Slurs","From allegations of gay and transvestite prostitution rings to homophobic slurs flying in the National Assembly, Venezuela's polarized politics has taken a distasteful turn.",World,News
2013,18-Aug-13,Showdown Looms in Venezuela Over Decree Powers Plan,Venezuelan politicians traded insults at the weekend with a showdown looming in the National Assembly over President Nicolas Maduro's plans to ask for fast-track decree powers he says he needs to combat corruption.,World,News
2013,22-Aug-13,Journalists Jumping Ship at Venezuela TV Channel,An exodus of top journalists from Globovision appeared to dim all hope Thursday for preserving editorial independence at what had been Venezuela's last nationally broadcast opposition TV channel.,World,News
2013,27-Aug-13,Venezuela President Warns Against Attack on Syria,"Venezuelan President Nicolas Maduro says any outside military action taken against Syria over its alleged use of chemical weapons on its own citizens could lead to a ""disastrous war.""",World,News
2013,30-Aug-13,Venezuela Sentences Man Who Shot U.S. Attaches at Strip Club,"A Venezuelan man has been sentenced to 5 1/2 years in prison for shooting and wounding two U.S. military attaches at a strip club in the capital, the attorney general's office said on Friday.",World,News
2013,3-Sep-13,Power Blackout Hits 70 Percent of Venezuela,"Venezuela's main power distribution network failed Tuesday, depriving 70 percent of the country of electricity and creating traffic chaos in much of Caracas, which normally escapes such outages.",World,News
2013,3-Sep-13,"Venezuela Hit by Blackout, Government Blames 'Sabotage'","A blackout hit much of Venezuela including the capital Caracas on Tuesday, but the oil industry was not affected and the government said it expected power to be restored within hours.",World,News
2013,4-Sep-13,Venezuela: Power Lost in Nine States,"A power failure affected nearly half of Venezuela on Tuesday, knocking out traffic lights and causing chaos in the streets of Caracas, the capital.",World,Brief
2013,4-Sep-13,Venezuela Struck by Stomach Bug Ahead of Chile Qualifier,Venezuela's national football team has been struck by a stomach bug before their visit to Chile for a potentially decisive World Cup qualifier.,Sports,News
